PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
EXCISÃO RADICAL LOCAL DA VULVA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE GLÂNDULA DE SKENE,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DA VULVA E/OU DO PERÍNEO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA DOS PEQUENOS LÁBIOS - CORREÇÃO CIRÚRGICA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCISÃO E DRENAGEM DA GLÂNDULA DE BARTHOLIN OU SKENE,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MARSUPIALIZAÇÃO DA GLÂNDULA DE BARTHOLIN,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VULVECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VAGINA",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPOCLEISE (LEFORT),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPOPLASTIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPORRAFIA OU COLPOPERINEOPLASTIA (INCLUINDO RESSECÇÃO DE SEPTO OU RESSUTURA DE PAREDE VAGINAL),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPOTOMIA OU CULDOCENTESE,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO VAGINAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTRAÇÃO DE CORPO ESTRANHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA GINECOLÓGICA - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIMENOTOMIA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"NEOVAGINA (CÓLON, DELGADO, TUBO DE PELE)",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DO COLO UTERINO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DO ENDOMÉTRIO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DE COLO UTERINO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM GINECOLÓGICA SEMIÓTICA E/OU TERAPÊUTICA COM OU SEM DILATAÇÃO DE COLO UTERINO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DILATAÇÃO DO COLO UTERINO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO DE PÓLIPO CERVICAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL (VIA ALTA OU BAIXA),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL LAPAROSCÓPICA COM OU SEM ANEXECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL (VIA ALTA OU BAIXA),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL AMPLIADA (VIA ALTA OU BAIXA),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÓPICA AMPLIADA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÓPICA COM ANEXECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"HISTEROSCOPIA CIRÚRGICA COM BIÓPSIA E/OU CURETAGEM UTERINA, LISE DE SINÉQUIAS, RETIRADA DE CORPO ESTRANHO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"HISTEROSCOPIA COM RESSECTOSCÓPIO PARA MIOMECTOMIA, POLIPECTOMIA, METROPLASTIA, ENDOMETRECTOMIA E RESSECÇÃO DE SINÉQUIAS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE DISPOSITIVO/SISTEMA INTRAUTERINO (DIU/SIU) HORMONAL - INCLUI O DISPOSITIVO,542/2022,01/09/2022,nan,Seg. Ambulatorial,nan,nan,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE DISPOSITIVO INTRA-UTERINO (DIU) NÃO HORMONAL - INCLUI O DISPOSITIVO,nan,nan,nan,Seg. Ambulatorial,nan,nan,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
METROPLASTIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MIOMECTOMIA UTERINA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MIOMECTOMIA UTERINA LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRAQUELECTOMIA - AMPUTAÇÃO, CONIZAÇÃO - (COM OU SEM CIRURGIA DE ALTA FREQUÊNCIA / CAF)",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DE ESTERILIZAÇÃO FEMININA (LAQUEADURA TUBÁRIA / LAQUEADURA TUBÁRIA LAPAROSCÓPICA) - COM DIRETRIZ DE UTILIZAÇÃO,nan,nan,nan,nan,HCO,HSO,REF,nan,11.0,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SALPINGECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEOSSALPINGOSTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SALPINGECTOMIA LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OOFORECTOMIA OU OOFOROPLASTIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,OVÁRIOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OOFOROPLASTIA OU OOFORECTOMIA LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,OVÁRIOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSLOCAÇÃO DE OVÁRIOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,OVÁRIOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE DEFEITO LATERAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE ENTEROCELE,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PERINEORRAFIA E/OU EPISIOTOMIA E/OU EPISIORRAFIA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO PERINEAL COM RETALHOS MIOCUTÂNEOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DO SEPTO RETO-VAGINAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETOCISTOCELE E ROTURA PERINEAL - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEIO UROGENITAL - PLÁSTICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DO PROLAPSO DE CÚPULA VAGINAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA LAPAROSCÓPICA DO PROLAPSO DE CÚPULA VAGINAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CULDOPLASTIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENDOMETRIOSE - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENDOMETRIOSE - TRATAMENTO CIRÚRGICO VIA LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LAPAROSCOPIA GINECOLÓGICA COM OU SEM BIÓPSIA - INCLUI CROMOTUBAGEM,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIBERAÇÃO DE ADERÊNCIAS PÉLVICAS COM OU SEM RESSECÇÃO DE CISTOS PERITONIAIS OU SALPINGÓLISE,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGADURA DE VEIA OVARIANA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGAMENTOPEXIA PÉLVICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGAMENTOPEXIA PÉLVICA LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA PRÉ-SACRAL OU DO NERVO GÊNITO-FEMORAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE PAREDE ABDOMINAL PÉLVICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO OU LIGADURA DE VARIZES PÉLVICAS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO OU LIGADURA LAPAROSCÓPICA DE VARIZES PÉLVICAS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SECÇÃO DE LIGAMENTOS ÚTERO-SACROS,nan,nan,nan,nan,HCO,nan,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SECÇÃO LAPAROSCÓPICA DE LIGAMENTOS ÚTERO-SACROS,nan,nan,nan,nan,HCO,nan,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING) VIA LAPAROSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMNIORREDUÇÃO OU AMNIOINFUSÃO,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ASPIRAÇÃO MANUAL INTRA-UTERINA (AMIU) PÓS-ABORTAMENTO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ASSISTÊNCIA AO TRABALHO DE PARTO,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERCLAGEM DO COLO UTERINO,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM PÓS-ABORTAMENTO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EMBRIOTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GRAVIDEZ ECTÓPICA - CIRURGIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MATURAÇÃO CERVICAL PARA INDUÇÃO DE ABORTAMENTO OU TRABALHO DE PARTO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INVERSÃO UTERINA - REDUÇÃO MANUAL OU TRATAMENTO CIRURGICO,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARTO POR VIA VAGINAL,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARTO CESARIANO (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,nan,HCO,nan,REF,nan,145.0,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"REVISÃO OBSTÉTRICA DE PARTO OCORRIDO FORA DO HOSPITAL (INCLUI EXAME, DEQUITAÇÃO E SUTURA DE LACERAÇÕES ATÉ DE 2o GRAU)",nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VERSÃO CEFÁLICA EXTERNA,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ESTEREOTÁXICA DE ENCÉFALO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA INTRACRANIANA POR VIA ENDOSCÓPICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRANIOTOMIA PARA REMOÇÃO DE CORPO ESTRANHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DERIVAÇÃO VENTRICULAR EXTERNA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"DRENAGEM ESTEREOTÁXICA - CISTOS, HEMATOMAS OU ABSCESSOS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPOFISECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE CATETER INTRACRANIANO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÇÃO CEREBRAL PROFUNDA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,nan,HCO,HSO,REF,nan,38.0,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE ESTEREOTÁXICO DE CATETER PARA BRAQUITERAPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE INTRACEREBROVENTRICULAR DE BOMBA DE INFUSÃO DE FARMACOS,538/2022,22/10/2022,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE INTRA-TECAL DE BOMBAS PARA INFUSÃO DE FÁRMACOS (INCLUI MEDICAMENTO) - COM DIRETRIZ DE UTILIZAÇÃO,nan,nan,nan,nan,HCO,HSO,REF,nan,45.0,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOCALIZAÇÃO ESTEREOTÁXICA DE CORPO ESTRANHO INTRACRANIANO COM REMOÇÃO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MICROCIRURGIA PARA TUMORES INTRACRANIANOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MICROCIRURGIA VASCULAR INTRACRANIANA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO SUBDURAL OU VENTRICULAR TRANSFONTANELA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE MUCOCELE FRONTAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
